Name,Category,ProductCode_เดิม,รหัสที่สกัดได้,Supplier(P-xx),ชั้นราคา,พบจาก,ตรงแคตตาล็อก,สถานะ
ชุดของขวัญในกล่องพรีเมี่ยม Model : FXD1y-4,Gift Set,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม พร้อมสกรีน Model : TCS30-3,Gift Set,,TCS30-3,,,code เปล่า,TCS30-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Model : TCS40-3,Gift Set,,TCS40-3,,,code เปล่า,TCS40-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้นพร้อมสกรีน Model : TCZ0033,Gift Set,,TCZ0033,,,code เปล่า,TCZ0033,ตรงแคตตาล็อก (set)
ค่าจัดส่ง,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
.แผ่นรอง notebook - ขนาด 60 x 29.8 ซม,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
หมอนผ้าห่ม,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกาลูกลื่น,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป้าผ้าแคนวาสสีดำ สายในตัว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าผ้าแคนวาสสีดำ สายในตัว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ถุงผ้าสปันบอนด์,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้น TBQ04-4,Gift Set,,TBQ04-4,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กระเป๋ากระสอบพิมพ์ลายเจิดจ้า,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้นพร้อมสกรีน Model : TPC14-4,Gift Set,,TPC14-4,,,code เปล่า,TPC14-4,ตรงแคตตาล็อก (set)
ชุดของขวัญ 2 ชื้น  QZA00-3,,,QZA00-3,,,code เปล่า,QZA00-3,ตรงแคตตาล็อก (set)
Flash Drive USB 2.0 Mascot,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model : FXD22-2,Gift Set,,FXD22-2,,,code เปล่า,FXD22-2,ตรงแคตตาล็อก (set)
ผ้าขนหนูหมี + เครื่องนวดคอ + ถ้วยสูญญากาศ   TXH2763,Gift Set,,TXH2763,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้น  TPY00-6,,,TPY00-6,,,code เปล่า,TPY00-6,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น  TPD00-2,Gift Set,,TPD00-2,,,code เปล่า,TPD00-2,ตรงแคตตาล็อก (set)
ปลั๊กไฟ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แก้วน้ำสแตนเลส รุ่น MG 2323,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank Eloop รุ่น E12 PRO,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เพาเวอร์แบงค์ 10000 mah รุ่น PD-20,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น Model : TTT18-2,Gift Set,,TTT18-2,,,code เปล่า,TTT18-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น Model:TDS04-3,,,TDS04-3,,,code เปล่า,TDS04-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น Model : TTT17-2,Gift Set,,TTT17-2,,,code เปล่า,TTT17-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้น Model : TGC21-4,,,TGC21-4,,,code เปล่า,TGC21-4,ตรงแคตตาล็อก (set)
หนังสือ 7 วัน 7 จักระ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋า SmartBag-449,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
พัดลม mini fan,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
จี้คริสตัล (1),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดเรขาคณิตจัดเซ็ต 8 ชิ้น,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  THY01-3,Gift Set,,THY01-3,,,code เปล่า,THY01-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน Model : TDP10-2,Gift Set,,TDP10-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญ 3 ชิ้น Model : BMW Gift Set,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน  TSS01-3,Gift Set,,TSS01-3,,,code เปล่า,TSS01-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน Model : TLD0-2,Gift Set,,TLD0-2,,,code เปล่า,TLD0--2,ตรงหลัง normalize ขีด (set)
Rechargeable backpack,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สติ๊กเกอร์,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 7 ชิ้น TBC4117,,,TBC4117,,,code เปล่า,TBC4117,ตรงแคตตาล็อก (single)
แอลกอฮอล์ 75% แปลงสภาพ บรรจุ 5 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปลั๊กแปลงอเนกประสงค์ใช้ได้ทุกที่มาพร้อม Type-C ชาร์จเร็ว AWEI Model :C,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เครื่องนวดคอ บรรจุกล่องมาตรฐาน Model:DY0000,,,DY0000,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กระเป๋าเป้ Backpack USB Charger Model-K9590W-A,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ที่ใส่นามบัตรสแตนเลส สกรีน Logo WD copy เคส External Hard disk,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ขาตั้งโทรศัพท์มือถือพร้อมที่ใส่บัตร,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม พร้อมสกรีน Model : S-KB-003,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
เครื่องนวดคอ บรรจุกล่องมาตรฐาน Model:DY000,,,DY000,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น Model:TBC21-3,,,TBC21-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น Model:MZA02-3,,,MZA02-3,,,code เปล่า,MZA02-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TBP09-3,,,TBP09-3,,,code เปล่า,TBP09-3,ตรงแคตตาล็อก (set)
แฟลชไดร์ฟ USB 2.0 Model:AZ3943,,,AZ3943,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
แฟลชไดร์ฟ USB 2.0 Model : AZ3943,,,AZ3943,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
แฟลชไดร์ฟ USB 2.0 Model : AZ3955,,,AZ3955,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กระเป๋าผ้า C2ET,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Multi-Functional Box Wireless Charger Kit,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Mouse pad,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
IT Golden Set ชุดของขวัญในกล่องพรีเมี่ยม พร้อมสกรีน Model : S-KB-005,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
กระเป๋าเป้พร้อมสายชาร์จยูเอสบี Model-K9326W-1,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เครื่องฆ่าเชื้อบนโต๊ะอาหารอเนกประสงค์แบบพกพา: รุ่น: MPH-KG-1061,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ที่ชาร์จพร้อมกล่อง,,,,,,,,วัสดุแพ็กเกจ
ค่าโมล์ดโรงพิมพ์กระดาษ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องแพ็คเกจ,,,,,,,,วัสดุแพ็กเกจ
หูฟังไร้สายรุ่น Ultrapods Max,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model:TPD01-2,,,TPD01-2,,,code เปล่า,TPD01-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  7 ชิ้น Model :TPF0(1)3-7,,,TPF0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Power Bank 3D,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :FXD05-0,,,FXD05-0,,,code เปล่า,FXD05-0,ตรงแคตตาล็อก (set)
หูฟังไร้สาย บลูทูธคล้องหู รุ่นสปอร์ตพรีเมียม,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แว่นกันลม วัสดุ PC 30 Grams พร้อมสกรีน 1 สี และกระเป๋าใส่แว่นพลาสติกพร,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TSS01-2,,,TSS01-2,,,code เปล่า,TSS01-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  6 ชิ้น Model :TPY00-6,,,TPY00-6,,,code เปล่า,TPY00-6,ตรงแคตตาล็อก (set)
แฟ้มใส่เอกสาร,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าสินค้า,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุดโน้ตพร้อมโพสต์อิทและปากกา ปกกระดาษคราฟท์,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 75% แปลงสภาพ บรรจุ 20 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน Model : TLD0--2,,,TLD0--2,,,code เปล่า,TLD0--2,ตรงแคตตาล็อก (set)
ปลอกขวดเบียร์แบบยืด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าใส่ของ แบบมีหูหิ้ว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Headphone case ขนาด 7.5 x 7.5 x 3 cm,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Multifunctiom Fan  Modei:TWP02-2,,,TWP02-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำพกพา Model : UC-11,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น TCS20-2,,,TCS20-2,,,code เปล่า,TCS20-2,ตรงแคตตาล็อก (set)
กล่องกระดาษแบบแพจเกจพิเศษ,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม 7 ชิ้น Model :S-KB-001,,,,,,,,วัสดุแพ็กเกจ
พัดลมขนาดเล็กพกพา หน้าดิจิตอล ห้อยคอได้ ลมแรง เสียงเบา Model : FAN-900,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าสินค้า (เพิ่มเติม),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าสินค้า(เพิ่มเติม),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Wireless Notebook สมุดบันทึกอัจฉริยะ Powerbank ชาร์ตไฟแบบไร้สาย และหลอ,,,TNW08-0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กล่อง blister,บรรจุภัณฑ์,,,,,,,วัสดุแพ็กเกจ
กระเป๋าตาข่ายเอนกประสงค์ (แบบสั่งทำพิเศษ),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าใส่โทรศัพท์มือถือแบบนุ่ม อุ่นมือ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าผลิตตัวอย่าง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าสะพายใส่โทรศัพท์มือถือ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Wireless Notebook สมุดบันทึกอัจฉริยะ Powerbank ชาร์ตไฟแบบไร้สาย ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank เพาเวอร์แบงค์ไร้สาย Model:P-14,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าโมล์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ไฟฉายอเนกประสงค์,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เพาเวอร์แบงค์ 4 in 1 หน้าจอ digital,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน  Model :FXD22-2(1),,,FXD22-2,,,code เปล่า,FXD22-2,ตรงแคตตาล็อก (set)
หมวกทรงบักเก็ต (Bucket Hat),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ถุงผ้าพรีเมียม (Tote Bag),,,,,,,,วัสดุแพ็กเกจ
ถุงผ้าพรีเมียม (Tote Bag),,,,,,,,วัสดุแพ็กเกจ
โคมไฟ 2 in 1 โคมไฟและที่ชาร์จแบตเตอร์ไร้สายในตัวเดียวกัน Model :Lamp :,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :QZA03-3,,,QZA03-3,,,code เปล่า,QZA03-3,ตรงแคตตาล็อก (set)
"Power Bank 10,000 mAh พร้อมสายครบในตัว",,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
"Power Bank 10,000 mAh – รุ่นสีขาว (White Model)",,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
"1TB EXTERNAL HDD 2.5"" TOSHIBA",,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
"1 TB EXTERNAL HDD 2.5"" WD ELEMENTS PORTABLE",,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าผ้ากระสอบ (Jute Tote Bag),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าผ้าหูรูดผสมแคนวาส–กระสอบ (Jute Drawstring Bag),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  1 ชิ้น Model :TBY17-1,,,TBY17-1,,,code เปล่า,TBY17-1,ตรงแคตตาล็อก (single)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :FXD35-2,,,FXD35-2,,,code เปล่า,FXD35-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :FXD35-2(1),,,FXD35-2,,,code เปล่า,FXD35-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  4 ชิ้น Model :TTT07-4,,,TTT07-4,,,code เปล่า,TTT07-4,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  7  ชิ้น Model :TPF13-7,,,TPF13-7,,,code เปล่า,TPF13-7,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model : TPF29-3,,,TPF29-3,,,code เปล่า,TPF29-3,ตรงแคตตาล็อก (set)
กระเป๋าเดินทาง 2in 1 มีเพาเวอร์แบงค์ชาร์จไฟได้ Model : Lag-9001,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Magnetic Wireless Charging เพาเวอร์แบงค์ magnet ชาร์จไร้สาย ความเร็วสู,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  4 ชิ้น Model :MZB00-4,,,MZB00-4,,,code เปล่า,MZB00-4,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TFB00-2,,,TFB00-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญ 2 ชิ้น Model : TBX0--2,,,TBX0--2,,,code เปล่า,TBX0--2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPF09-2,,,TPF09-2,,,code เปล่า,TPF09-2,ตรงแคตตาล็อก (set)
ปลอกยาดม,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แก้วกาแฟฟางข้าวสาลี ทำจากวัสดุธรรมชาติ สกรีนโลโก้ Model : ECO-801,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
มัลติฟังก์ชั่น เครื่องชาร์จโทรศัพท์ไร้สาย + กล่องฆ่าเชื้อโรค + นาฬิกา ,,,M6025Q,,,เลขรุ่นในชื่อ,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TGC08-2,,,TGC08-2,,,code เปล่า,TGC08-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น Model :TPH00-3,,,TPH00-3,,,code เปล่า,TPH00-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPS00-2,,,TPS00-2,,,code เปล่า,TPS00-2,ตรงแคตตาล็อก (set)
ถุงผ้าสปันด์สีดำ,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม  1 ชิ้น Model : BT00-0 TBT12-0,,,BT00-0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ร่มกอล์ฟ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TYD0363,,,TYD0363,,,code เปล่า,TYD0363,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TFS18-2,,,TFS18-2,,,code เปล่า,TFS18-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPC00-2,,,TPC00-2,,,code เปล่า,TPC00-2,ตรงแคตตาล็อก (set)
แม่เหล็กติดตู้เย็น (Magnet),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
MagSafe Power Bank (Fast Charge),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แม่เหล็กติดตู้เย็นแบบกระดาษ (Paper Fridge Magnet),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แม่เหล็กติดตู้เย็นแบบกระดาษ (Paper Fridge Magnet),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ร่ม,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TMQ1832,,,TMQ1832,,,code เปล่า,TMQ1832,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  5 ชิ้น Model :TJP00-5,,,TJP00-5,,,code เปล่า,TJP00-5,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TFS15-3,,,TFS15-3,,,code เปล่า,TFS15-3,ตรงแคตตาล็อก (set)
คอร์สออนไลน์จักระบำบัด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สายคล้องบัตร +โยโย่ + กรอบ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
"ชุดของขวัญในกล่องพรีเมี่ยม  4 ชิ้น Model :TPC01-4,TPC11-4",,,TPC01-4,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :MZA00-3,,,MZA00-3,,,code เปล่า,MZA00-3,ตรงแคตตาล็อก (set)
หูฟังไร้สาย TWS i12 : Model-EP08,,,EP08,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TTT13-2,,,TTT13-2,,,code เปล่า,TTT13-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TFS17-2,,,TFS17-2,,,code เปล่า,TFS17-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model : TTT14-2,,,TTT14-2,,,code เปล่า,TTT14-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TPC00-3,,,TPC00-3,,,code เปล่า,TPC00-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TPB01-3,,,TPB01-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TBJ04-3,,,TBJ04-3,,,code เปล่า,TBJ04-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TPB01-3(1),,,TPB01-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  7 ชิ้น Model :TPC00-7,,,TPC00-7,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :FXD66-2,,,FXD66-2,,,code เปล่า,FXD66-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น Model :TSPS3-2,,,TSPS3-2,,,code เปล่า,TSPS3-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  5 ชิ้น Model :TPF14-5,,,TPF14-5,,,code เปล่า,TPF14-5,ตรงแคตตาล็อก (set)
กระเป๋าหิ้ว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  1 ชิ้น Model :MZA02-2,,,MZA02-2,,,code เปล่า,MZA02-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน Model : TLD0--2,,,TLD0--2,,,code เปล่า,TLD0--2,ตรงแคตตาล็อก (set)
กล่องสวม,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม  5 ชิ้น Model :TGC21-5,,,TGC21-5,,,code เปล่า,TGC21-5,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TSB02-2,,,TSB02-2,,,code เปล่า,TSB02-2,ตรงแคตตาล็อก (set)
ชุดชาเขียวมัทฉะ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPC002,,,TPC002,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPC222,,,TPC222,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TFS15-2,,,TFS15-2,,,code เปล่า,TFS15-2,ตรงแคตตาล็อก (set)
สมุดโน๊ต,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  1 ชิ้น Model : TTT30-1,,,TTT30-1,,,code เปล่า,TTT30-1,ตรงแคตตาล็อก (single)
ชุดของขวัญในกล่องพรีเมี่ยม  4 ชิ้น Model : TPH00-4,,,TPH00-4,,,code เปล่า,TPH00-4,ตรงแคตตาล็อก (set)
ชุดชงชา 4 ชิ้น,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  1 ชิ้น Model :TYD0060,,,TYD0060,,,code เปล่า,TYD0060,ตรงแคตตาล็อก (set)
เครื่องฟอกอากาศในรถยนต์แบบมัลติฟังก์ชั่น -2in1Model-UC-985,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  6 ชิ้น Model :TXH0404,,,TXH0404,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Flash Drives USB 2.0 Metal Flash Drive,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPP00-2,,,TPP00-2,,,code เปล่า,TPP00-2,ตรงแคตตาล็อก (set)
เก้าอี้สนามแบบพับได้ พร้อมถุง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Black crossbody bag,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  2 ชิ้น Model :TPM00-3-2,,,TPM00-3-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :FXD32-3,,,FXD32-3,,,code เปล่า,FXD32-3,ตรงแคตตาล็อก (set)
Powerbank,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TFS17-3,,,TFS17-3,,,code เปล่า,TFS17-3,ตรงแคตตาล็อก (set)
Notebook,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม  3 ชิ้น Model :TMW08-3,,,TMW08-3,,,code เปล่า,TMW08-3,ตรงแคตตาล็อก (set)
